SampleID	ForwardFastqFile	ReverseFastqFile	TreatmentGroup	Description	Reads	Species
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	30001	187.514118335076
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	37001	190.639562516208
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	28001	186.306224707997
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	38001	190.981024833962
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	29001	186.931940657974
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	39001	191.302370369288
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	19001	177.853624537959
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	42001	192.161474156105
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	22001	181.373984955483
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	40001	191.605240959268
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	23001	182.364977222483
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	20001	179.128500328341
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	21001	180.298314160771
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	4001	125.491624522722
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	44001	192.660389926498
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	41001	191.891146325817
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	25001	184.124921066174
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	43001	192.417498964384
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	36001	190.276197924647
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	1001	79.2004894417878
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	2001	101.052266800846
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	3001	115.111168374448
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	27001	185.632912570607
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	5001	133.67109884167
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	6001	140.366213158827
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	9001	154.930336997572
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	35001	189.888988617498
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	31001	188.056421692262
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	32001	188.562171249216
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	33001	189.034386224336
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	24001	183.279543542819
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	1	1.00000000000008
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	18001	176.461012312332
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	16001	173.260742302649
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	45001	192.891217838082
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	7001	145.984188615535
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	26001	184.90749159246
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	10001	158.555588202605
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	15001	171.415036777924
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	45490	193
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	17001	174.935856725555
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	14001	169.374103298047
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	13001	167.108262794252
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	11001	161.749033284791
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	34001	189.475819780347
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	8001	150.78113717839
SRR12823315	SRR12823315_1.fastq.gz	SRR12823315_2.fastq.gz	USA	SRR12823315	12001	164.581398813418
			USA	SRR12823315		
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	6001	134.6574016843
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	7001	138.969535794855
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	8001	142.358908215128
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	9001	145.067990341396
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	10001	147.265187777794
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	11001	149.070225193538
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	12001	150.569838153797
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	1	0.999999999999983
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	1001	73.0070221146091
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	2001	96.6678789313022
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	3001	111.412100236687
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	4001	121.624648267468
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	5001	129.062319966466
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	19001	156.322337011163
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	20001	156.756230469228
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	21001	157.132773145198
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	22001	157.459446553797
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	23001	157.742528552336
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	24001	157.98735283063
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	25001	158.19850669629
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	13001	151.82789945364
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	14001	152.892154687536
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	15001	153.798801940874
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	16001	154.575659126474
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	17001	155.244386254248
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	18001	155.822065213304
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	31701	159
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	28001	158.667561432564
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	29001	158.779588262887
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	26001	158.379982383256
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	27001	158.535293007836
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	30001	158.873903722176
SRR12823316	SRR12823316_1.fastq.gz	SRR12823316_2.fastq.gz	Mexico	SRR12823316	31001	158.952807047539
			Mexico	SRR12823316		
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	1001	37.9304511305693
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	2001	47.9252749535303
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	5001	65.0598809933581
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	6001	68.9370026056791
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	3001	54.9462915064337
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	4001	60.4837409796925
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	1	1.00000000000003
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	13001	85.3531703422704
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	14001	86.779301701017
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	15001	88.0591604976123
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	16001	89.2093381382734
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	17001	90.2440796911985
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	18001	91.1757583238386
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	19001	92.0152341888312
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	7001	72.2743411921414
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	8001	75.1792742517402
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	9001	77.7288976332828
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	10001	79.9809309905814
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	11001	81.9799408033403
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	12001	83.7611920378981
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	26001	96.0076659800225
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	27001	96.3873286421147
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	28001	96.7351557128734
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	28822	97
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	21001	93.4550429350523
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	22001	94.071716188101
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	23001	94.6291687264894
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	20001	92.7721296365289
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	25001	95.5914974979425
SRR12823317	SRR12823317_1.fastq.gz	SRR12823317_2.fastq.gz	Mexico	SRR12823317	24001	95.1338042044464
			Mexico	SRR12823317		
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	5001	162.726697443518
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	4001	157.58771133147
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	31001	179.38688501172
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	3001	149.55121571101
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	29001	179.153589587429
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	30001	179.273147437237
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	6001	166.234247894789
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	32001	179.495140522088
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	7001	168.744497108729
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	8001	170.606563240236
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	17001	176.933750437928
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	10001	173.137024981011
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	2001	135.727522801809
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	15001	176.24981826212
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	16001	176.614570259266
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	9001	172.027368349072
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	18001	177.216577041183
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	19001	177.470091275094
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	34001	179.696277348968
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	1	1.00000000000013
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	37463	180
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	37001	179.962546338203
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	27001	178.895266656031
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	28001	179.027798625143
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	1001	107.77927288643
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	14001	175.827334788116
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	36001	179.878296782086
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	33001	179.598193512563
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	20001	177.699705973144
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	35001	179.78958900979
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	12001	174.73883094813
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	26001	178.755364517317
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	11001	174.021293082926
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	13001	175.330934170272
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	21001	177.909605389688
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	22001	178.103040152671
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	24001	178.450114711362
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	23001	178.282547124413
SRR12823318	SRR12823318_1.fastq.gz	SRR12823318_2.fastq.gz	USA	SRR12823318	25001	178.607308068205
			USA	SRR12823318		
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	7001	163.927790141738
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	18001	191.434917555945
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	11001	179.207504699391
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	2001	114.165655514454
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	9001	172.813323747106
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	17001	190.300530390164
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	3001	130.260820109757
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	8001	168.756354809207
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	14001	185.869758997066
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	10001	176.25810333684
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	26001	196.912724137385
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	19001	192.435388431431
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	20001	193.319426162053
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	1001	88.9021824507917
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	21001	194.1021599412
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	1	1.0000000000001
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	12001	181.74961241128
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	6001	158.102608040131
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	24001	195.967738702672
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	26207	197
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	4001	141.956828208067
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	13001	183.952477432375
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	16001	189.011786478285
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	23001	195.415190815642
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	15001	187.544508278319
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	22001	194.796836496434
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	25001	196.464008293128
SRR12823319	SRR12823319_1.fastq.gz	SRR12823319_2.fastq.gz	USA	SRR12823319	5001	150.949938653908
			USA	SRR12823319		
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	3001	120.139392799923
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	7001	145.576277290398
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	5001	136.767096272275
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	10001	152.896403586925
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	4001	129.937720319897
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	29001	165.451360386551
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	17001	160.50823645338
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	16001	159.797700077543
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	15001	159.002002297811
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	21001	162.732589647948
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	18001	161.147290456679
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	19001	161.725616511891
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	20001	162.25176140222
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	2001	104.990571654428
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	6001	141.771336014088
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	30001	165.689869607209
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	24001	163.954091693129
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	32001	166.11782689805
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	11001	154.523427276581
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	22001	163.173672455061
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	14001	158.103549275879
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	9001	150.942621153916
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	28001	165.194768876017
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	12001	155.899514841931
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	31001	165.911628224455
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	1001	78.1506982673533
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	36001	166.807144107254
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	33001	166.309539646741
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	8001	148.554707951213
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	23001	163.579578277644
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	27001	164.918592154195
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	35001	166.653335427317
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	25001	164.300379597328
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	13001	157.079445138625
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	34001	166.487743651341
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	1	0.999999999999977
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	37370	167
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	37001	166.949942416573
SRR12823320	SRR12823320_1.fastq.gz	SRR12823320_2.fastq.gz	USA	SRR12823320	26001	164.621118400023
			USA	SRR12823320		
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	5001	271.047131167098
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	6001	277.842550922379
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	7001	282.953675069422
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	18001	305.048926525283
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	12001	297.107994560427
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	17001	304.035923844821
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	30001	312.585149764777
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	8001	286.955157136463
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	16001	302.925367945989
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	21001	307.617932099546
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	22001	308.34594176784
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	19001	305.977080761661
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	20001	306.830625022257
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	25001	310.22817386091
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	4001	261.531163789256
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	9001	290.189656194613
SRR12823321	SRR12823321_1.fastq.gz	SRR12823321_2.fastq.gz	USA	SRR12823321	31001	312.96376642713
